Ns,es,bs
4.0,0.16511743442852023,14.727355831898237
8.0,0.0028937555621428857,1.4029818988314537
12.0,7.632204250096475e-5,0.1571796896384821
16.0,2.748058857582336e-6,0.015448297960062874
20.0,5.5291243139521384e-8,0.0016627302303179037
24.0,2.0921130383655395e-9,0.0001670462305790705
28.0,5.727229801522071e-11,1.750635392862501e-5
32.0,1.7408297026122455e-11,1.794370430621378e-6
36.0,1.8381296484903942e-11,1.8541291676012917e-7
40.0,1.363298363088461e-11,1.9220134879096062e-8
